id_linha,id_pedido,data_venda,cliente_id,produto,categoria,quantidade,preco_unitario,desconto_percentual,forma_pagamento,cidade,regiao,status_pedido
LIN-000356,PED-00195,2025-12-12,CLI-0119,Mochila Executiva,Acessórios,2,49.90,5,MB WAY,Portalegre,Alentejo,Concluído
LIN-000357,PED-00195,2025-12-12,CLI-0119,Auriculares Bluetooth,Eletrónica,1,38.70,10,MB WAY,Portalegre,Alentejo,Concluído
LIN-000358,PED-00196,2024-06-25,CLI-0386,Candeeiro de Mesa,Casa e Escritório,1,27.90,0,MB WAY,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000359,PED-00196,2024-06-25,CLI-0386,Carregador USB-C,Eletrónica,2,29.90,0,MB WAY,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000360,PED-00196,2024-06-25,CLI-0386,Marcadores Coloridos,Papelaria,2,9.17,0,MB WAY,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000361,PED-00197,2024-11-15,CLI-0059,Pack Canetas Gel,Papelaria,2,4.90,0,Transferência,Aveiro,Centro,Concluído
LIN-000362,PED-00197,2024-11-15,CLI-0059,Almofada Ergonómica,Casa e Escritório,1,32.90,5,Transferência,Aveiro,Centro,Concluído
LIN-000363,PED-00197,2024-11-15,CLI-0059,Rato Sem Fios,Eletrónica,1,24.90,5,Transferência,Aveiro,Centro,Concluído
LIN-000364,PED-00198,2024-05-03,CLI-0197,Carregador USB-C,Eletrónica,1,29.90,0,Cartão de débito,Leiria,Centro,Concluído
LIN-000365,PED-00198,2024-05-03,CLI-0197,Candeeiro de Mesa,Casa e Escritório,3,28.74,0,Cartão de débito,Leiria,Centro,Concluído
LIN-000366,PED-00198,2024-05-03,CLI-0197,Extensão Elétrica,Casa e Escritório,1,18.33,0,Cartão de débito,Leiria,Centro,Concluído
LIN-000367,PED-00199,2024-06-17,CLI-0197,Suporte para Portátil,Acessórios,1,33.85,0,Cartão de débito,Funchal,Ilhas,Concluído
LIN-000368,PED-00199,2024-06-17,CLI-0197,Garrafa Térmica,Acessórios,3,21.90,0,Cartão de débito,Funchal,Ilhas,Concluído
LIN-000369,PED-00200,2024-08-24,CLI-0276,Bolsa para Portátil,Acessórios,1,28.74,0,MB WAY,Coimbra,Centro,Concluído
LIN-000370,PED-00200,2024-08-24,CLI-0276,Candeeiro de Mesa,Casa e Escritório,2,27.90,0,MB WAY,Coimbra,Centro,Concluído
LIN-000371,PED-00201,2025-08-07,CLI-0390,Coluna Bluetooth,Eletrónica,1,67.80,0,Cartão de débito,Setúbal,Lisboa e Vale do Tejo,Devolvido
LIN-000372,PED-00202,2024-10-18,CLI-0419,Hub USB-C,Eletrónica,3,46.25,5,Transferência,Porto,Norte,Concluído
LIN-000373,PED-00202,2024-10-18,CLI-0419,Almofada Ergonómica,Casa e Escritório,1,32.90,5,Transferência,Porto,Norte,Concluído
LIN-000374,PED-00202,2024-10-18,CLI-0419,Marcadores Coloridos,Papelaria,3,8.63,0,Transferência,Porto,Norte,Concluído
LIN-000375,PED-00203,2025-02-17,CLI-0306,Caderno A5,Papelaria,4,6.70,15,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000376,PED-00204,2025-06-08,CLI-0049,Caderno A5,Papelaria,3,6.50,5,MB WAY,Braga,Norte,Concluído
LIN-000377,PED-00205,2024-04-29,CLI-0075,Bolsa para Portátil,Acessórios,2,27.90,5,MB WAY,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000378,PED-00205,2024-04-29,CLI-0075,Webcam Full HD,Eletrónica,1,53.25,5,MB WAY,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000379,PED-00206,2025-11-02,CLI-0048,Garrafa Térmica,Acessórios,2,21.24,10,MB WAY,Leiria,Centro,Concluído
LIN-000380,PED-00206,2025-11-02,CLI-0048,Bolsa para Portátil,Acessórios,1,27.90,15,MB WAY,Leiria,Centro,Concluído
LIN-000381,PED-00206,2025-11-02,CLI-0048,Agenda Semanal,Papelaria,3,12.90,0,MB WAY,Leiria,Centro,Concluído
LIN-000382,PED-00207,2024-12-05,CLI-0109,Webcam Full HD,Eletrónica,3,54.90,15,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000383,PED-00207,2024-12-05,CLI-0109,Almofada Ergonómica,Casa e Escritório,2,31.91,0,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000384,PED-00208,2025-08-30,CLI-0236,Suporte para Portátil,Acessórios,5,34.90,10,Transferência,Porto,Norte,Concluído
LIN-000385,PED-00208,2025-08-30,CLI-0236,Hub USB-C,Eletrónica,1,44.90,0,Transferência,Porto,Norte,Concluído
LIN-000386,PED-00209,2024-10-26,CLI-0043,Pack Canetas Gel,Papelaria,2,4.90,0,Transferência,Viseu,Centro,Concluído
LIN-000387,PED-00210,2024-03-27,CLI-0049,Garrafa Térmica,Acessórios,1,21.90,5,Cartão de débito,Porto,Norte,Concluído
LIN-000388,PED-00211,2025-12-26,CLI-0217,"Monitor 24""",Eletrónica,1,179.90,15,Cartão de débito,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000389,PED-00212,2024-05-03,CLI-0397,Rato Sem Fios,Eletrónica,2,25.65,5,Transferência,Faro,Algarve,Concluído
LIN-000390,PED-00212,2024-05-03,CLI-0397,Organizador de Mesa,Casa e Escritório,1,14.90,5,Transferência,Faro,Algarve,Concluído
LIN-000391,PED-00213,2024-05-14,CLI-0211,Webcam Full HD,Eletrónica,1,54.90,0,Cartão de débito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000392,PED-00213,2024-05-14,CLI-0211,"Monitor 24""",Eletrónica,1,179.90,5,Cartão de débito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000393,PED-00213,2024-05-14,CLI-0211,Mochila Executiva,Acessórios,1,51.40,5,Cartão de débito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000394,PED-00214,2025-04-18,CLI-0399,Hub USB-C,Eletrónica,1,44.90,0,Cartão de crédito,Portimão,Algarve,Concluído
LIN-000395,PED-00214,2025-04-18,CLI-0399,Organizador de Mesa,Casa e Escritório,1,14.90,0,Cartão de crédito,Portimão,Algarve,Concluído
LIN-000396,PED-00214,2025-04-18,CLI-0399,Almofada Ergonómica,Casa e Escritório,1,32.90,5,Cartão de crédito,Portimão,Algarve,Concluído
LIN-000397,PED-00215,2024-03-10,CLI-0007,Almofada Ergonómica,Casa e Escritório,2,32.90,5,Transferência,Ponta Delgada,Ilhas,Concluído
LIN-000398,PED-00215,2024-03-10,CLI-0007,Suporte para Portátil,Acessórios,4,33.85,0,Transferência,Ponta Delgada,Ilhas,Concluído
LIN-000399,PED-00215,2024-03-10,CLI-0007,Marcadores Coloridos,Papelaria,1,8.90,0,Transferência,Ponta Delgada,Ilhas,Concluído
LIN-000400,PED-00216,2025-11-24,CLI-0405,Suporte para Portátil,Acessórios,1,35.95,5,Cartão de crédito,Leiria,Centro,Concluído
LIN-000401,PED-00216,2025-11-24,CLI-0405,Mochila Executiva,Acessórios,1,48.40,0,Cartão de crédito,Leiria,Centro,Concluído
LIN-000402,PED-00217,2025-01-30,CLI-0105,Rato Sem Fios,Eletrónica,2,24.90,0,Cartão de crédito,Funchal,Ilhas,Concluído
LIN-000403,PED-00217,2025-01-30,CLI-0105,Pack Canetas Gel,Papelaria,1,4.90,0,Cartão de crédito,Funchal,Ilhas,Concluído
LIN-000404,PED-00218,2025-04-21,CLI-0029,Webcam Full HD,Eletrónica,2,,0,MB WAY,Aveiro,Centro,Concluído
LIN-000405,PED-00219,2024-10-17,CLI-0265,Caderno A5,Papelaria,2,6.30,5,MB WAY,Beja,Alentejo,Concluído
LIN-000406,PED-00220,2024-02-01,CLI-0414,Rato Sem Fios,Eletrónica,1,,10,Cartão de débito,Leiria,Centro,Concluído
LIN-000407,PED-00220,2024-02-01,CLI-0414,Bolsa para Portátil,Acessórios,1,27.90,0,Cartão de débito,Leiria,Centro,Concluído
LIN-000408,PED-00220,2024-02-01,CLI-0414,Garrafa Térmica,Acessórios,1,22.56,5,Cartão de débito,Leiria,Centro,Concluído
LIN-000409,PED-00220,2024-02-01,CLI-0414,Organizador de Mesa,Casa e Escritório,1,15.35,0,Cartão de débito,Leiria,Centro,Concluído
LIN-000410,PED-00221,2025-10-19,CLI-0007,Teclado Mecânico,Eletrónica,2,79.90,0,Cartão de débito,Coimbra,Centro,Concluído
LIN-000411,PED-00222,2024-07-31,CLI-0369,Teclado Mecânico,Eletrónica,1,82.30,15,MB WAY,Aveiro,Centro,Concluído
LIN-000412,PED-00223,2025-12-10,CLI-0036,Rato Sem Fios,Eletrónica,2,24.15,5,Transferência,Albufeira,Algarve,Concluído
LIN-000413,PED-00224,2024-09-07,CLI-0402,Bolsa para Portátil,Acessórios,2,28.74,5,MB WAY,Aveiro,Centro,Concluído
LIN-000414,PED-00224,2024-09-07,CLI-0402,Hub USB-C,Eletrónica,1,43.55,10,MB WAY,Aveiro,Centro,Concluído
LIN-000415,PED-00225,2024-01-26,CLI-0278,Auriculares Bluetooth,Eletrónica,1,39.90,0,Transferência,Aveiro,Centro,Concluído
LIN-000416,PED-00225,2024-01-26,CLI-0278,Mochila Executiva,Acessórios,4,49.90,5,Transferência,Aveiro,Centro,Concluído
LIN-000417,PED-00225,2024-01-26,CLI-0278,Pack Canetas Gel,Papelaria,1,4.90,10,Transferência,Aveiro,Centro,Concluído
LIN-000418,PED-00225,2024-01-26,CLI-0278,"Monitor 24""",Eletrónica,1,179.90,0,Transferência,Aveiro,Centro,Concluído
LIN-000419,PED-00226,2025-07-31,CLI-0298,Almofada Ergonómica,Casa e Escritório,1,32.90,0,Cartão de crédito,Porto,Norte,Concluído
LIN-000420,PED-00227,2024-08-12,CLI-0162,Garrafa Térmica,Acessórios,1,21.24,10,Cartão de débito,Portimão,Algarve,Concluído
LIN-000421,PED-00228,2024-05-02,CLI-0395,Suporte para Portátil,Acessórios,2,34.90,0,Cartão de crédito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000422,PED-00228,2024-05-02,CLI-0395,"Monitor 24""",Eletrónica,1,174.50,0,Cartão de crédito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000423,PED-00229,2025-09-15,CLI-0156,Agenda Semanal,Papelaria,2,12.90,0,MB WAY,Faro,Algarve,Concluído
LIN-000424,PED-00229,2025-09-15,CLI-0156,Webcam Full HD,Eletrónica,1,54.90,0,MB WAY,Faro,Algarve,Concluído
LIN-000425,PED-00229,2025-09-15,CLI-0156,Rato Sem Fios,Eletrónica,5,24.15,10,MB WAY,Faro,Algarve,Concluído
LIN-000426,PED-00230,2025-10-17,CLI-0285,Webcam Full HD,Eletrónica,1,54.90,0,Cartão de crédito,Évora,Alentejo,Concluído
LIN-000427,PED-00230,2025-10-17,CLI-0285,"Monitor 24""",Eletrónica,3,179.90,5,Cartão de crédito,Évora,Alentejo,Concluído
LIN-000428,PED-00230,2025-10-17,CLI-0285,Auriculares Bluetooth,Eletrónica,4,38.70,0,Cartão de crédito,Évora,Alentejo,Concluído
LIN-000429,PED-00231,2024-08-10,CLI-0417,Webcam Full HD,Eletrónica,3,54.90,0,Dinheiro,Porto,Norte,Concluído
LIN-000430,PED-00231,2024-08-10,CLI-0417,Rato Sem Fios,Eletrónica,4,24.15,0,Dinheiro,Porto,Norte,Concluído
LIN-000431,PED-00232,2025-03-23,CLI-0371,Hub USB-C,Eletrónica,3,44.90,0,Cartão de crédito,Leiria,Centro,Concluído
LIN-000432,PED-00233,2025-11-03,CLI-0018,Candeeiro de Mesa,Casa e Escritório,1,27.90,5,MB WAY,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000433,PED-00233,2025-11-03,CLI-0018,Bolsa para Portátil,Acessórios,1,28.74,0,MB WAY,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000434,PED-00234,2025-12-29,CLI-0279,Candeeiro de Mesa,Casa e Escritório,2,27.90,15,Dinheiro,Portalegre,Alentejo,Concluído
LIN-000435,PED-00235,2025-01-21,CLI-0199,Caderno A5,Papelaria,1,6.50,0,Cartão de crédito,Coimbra,Centro,Concluído
LIN-000436,PED-00236,2025-08-16,CLI-0120,Teclado Mecânico,Eletrónica,2,79.90,0,Cartão de crédito,Funchal,Ilhas,Concluído
LIN-000437,PED-00237,2025-12-23,CLI-0199,Almofada Ergonómica,Casa e Escritório,1,32.90,15,Transferência,Aveiro,Centro,Concluído
LIN-000438,PED-00238,2024-01-30,CLI-0359,Bolsa para Portátil,Acessórios,1,27.06,0,Cartão de débito,Aveiro,Centro,Concluído
LIN-000439,PED-00238,2024-01-30,CLI-0359,Candeeiro de Mesa,Casa e Escritório,1,27.90,0,Cartão de débito,Aveiro,Centro,Concluído
LIN-000440,PED-00238,2024-01-30,CLI-0359,Pack Canetas Gel,Papelaria,1,4.90,10,Cartão de débito,Aveiro,Centro,Concluído
LIN-000441,PED-00239,2024-06-22,CLI-0067,Teclado Mecânico,Eletrónica,2,79.90,5,Cartão de crédito,Aveiro,Centro,Concluído
LIN-000442,PED-00239,2024-06-22,CLI-0067,Auriculares Bluetooth,Eletrónica,3,39.90,15,Cartão de crédito,Aveiro,Centro,Concluído
LIN-000443,PED-00239,2024-06-22,CLI-0067,Webcam Full HD,Eletrónica,1,54.90,0,Cartão de crédito,Aveiro,Centro,Concluído
LIN-000444,PED-00240,2024-10-09,CLI-0166,Bolsa para Portátil,Acessórios,2,28.74,5,Cartão de crédito,Braga,Norte,Cancelado
LIN-000445,PED-00240,2024-10-09,CLI-0166,Agenda Semanal,Papelaria,4,12.90,0,Cartão de crédito,Braga,Norte,Cancelado
LIN-000446,PED-00240,2024-10-09,CLI-0166,Carregador USB-C,Eletrónica,2,29.90,0,Cartão de crédito,Braga,Norte,Cancelado
LIN-000447,PED-00241,2025-07-20,CLI-0151,Mochila Executiva,Acessórios,1,49.90,10,MB WAY,Braga,Norte,Cancelado
LIN-000448,PED-00241,2025-07-20,CLI-0151,Almofada Ergonómica,Casa e Escritório,4,32.90,5,MB WAY,Braga,Norte,Cancelado
LIN-000449,PED-00241,2025-07-20,CLI-0151,Teclado Mecânico,Eletrónica,1,79.90,0,MB WAY,Braga,Norte,Cancelado
LIN-000450,PED-00242,2025-07-29,CLI-0122,Agenda Semanal,Papelaria,1,12.51,0,Cartão de crédito,Aveiro,Centro,Concluído
LIN-000451,PED-00242,2025-07-29,CLI-0122,Garrafa Térmica,Acessórios,2,21.24,0,Cartão de crédito,Aveiro,Centro,Concluído
LIN-000452,PED-00242,2025-07-29,CLI-0122,Auriculares Bluetooth,Eletrónica,1,39.90,15,Cartão de crédito,Aveiro,Centro,Concluído
LIN-000453,PED-00242,2025-07-29,CLI-0122,Caderno A5,Papelaria,3,6.50,10,Cartão de crédito,Aveiro,Centro,Concluído
LIN-000454,PED-00243,2024-10-20,CLI-0193,Coluna Bluetooth,Eletrónica,1,67.80,0,Cartão de débito,Braga,Norte,Concluído
LIN-000455,PED-00243,2024-10-20,CLI-0193,Carregador USB-C,Eletrónica,1,29.00,0,Cartão de débito,Braga,Norte,Concluído
LIN-000456,PED-00244,2024-05-28,CLI-0193,Agenda Semanal,Papelaria,4,12.90,5,Cartão de crédito,Braga,Norte,Cancelado
LIN-000457,PED-00244,2024-05-28,CLI-0193,Bolsa para Portátil,Acessórios,1,27.06,0,Cartão de crédito,Braga,Norte,Cancelado
LIN-000458,PED-00244,2024-05-28,CLI-0193,Auriculares Bluetooth,Eletrónica,1,39.90,0,Cartão de crédito,Braga,Norte,Cancelado
LIN-000459,PED-00244,2024-05-28,CLI-0193,Suporte para Portátil,Acessórios,2,35.95,0,Cartão de crédito,Braga,Norte,Cancelado
LIN-000460,PED-00245,2024-08-30,CLI-0122,Teclado Mecânico,Eletrónica,1,77.50,0,Cartão de débito,Porto,Norte,Concluído
LIN-000461,PED-00245,2024-08-30,CLI-0122,Marcadores Coloridos,Papelaria,2,9.17,0,Cartão de débito,Porto,Norte,Concluído
LIN-000462,PED-00246,2024-04-01,CLI-0106,Pack Canetas Gel,Papelaria,1,4.90,0,Cartão de crédito,Guimarães,Norte,Concluído
LIN-000463,PED-00246,2024-04-01,CLI-0106,Mochila Executiva,Acessórios,2,49.90,0,Cartão de crédito,Guimarães,Norte,Concluído
LIN-000464,PED-00246,2024-04-01,CLI-0106,Bolsa para Portátil,Acessórios,1,27.90,0,Cartão de crédito,Guimarães,Norte,Concluído
LIN-000465,PED-00247,2024-08-14,CLI-0239,"Monitor 24""",Eletrónica,1,179.90,5,Transferência,Coimbra,Centro,Concluído
LIN-000466,PED-00248,2024-11-27,CLI-0388,Suporte para Portátil,Acessórios,2,34.90,5,Cartão de débito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000467,PED-00248,2024-11-27,CLI-0388,Candeeiro de Mesa,Casa e Escritório,1,27.06,5,Cartão de débito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000468,PED-00248,2024-11-27,CLI-0388,Bolsa para Portátil,Acessórios,3,28.74,10,Cartão de débito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000469,PED-00249,2025-04-27,CLI-0062,Hub USB-C,Eletrónica,3,44.90,0,Cartão de débito,Funchal,Ilhas,Cancelado
LIN-000470,PED-00250,2024-03-16,CLI-0350,Caderno A5,Papelaria,1,6.70,0,Dinheiro,Leiria,Centro,Concluído
LIN-000471,PED-00250,2024-03-16,CLI-0350,Agenda Semanal,Papelaria,1,12.90,0,Dinheiro,Leiria,Centro,Concluído
LIN-000472,PED-00250,2024-03-16,CLI-0350,Rato Sem Fios,Eletrónica,4,24.15,5,Dinheiro,Leiria,Centro,Concluído
LIN-000473,PED-00251,2025-04-29,CLI-0268,Almofada Ergonómica,Casa e Escritório,4,33.89,5,Cartão de crédito,Beja,Alentejo,Concluído
LIN-000474,PED-00251,2025-04-29,CLI-0268,"Monitor 24""",Eletrónica,2,185.30,10,Cartão de crédito,Beja,Alentejo,Concluído
LIN-000475,PED-00252,2025-11-01,CLI-0136,Caderno A5,Papelaria,1,6.70,10,Cartão de débito,Viseu,Centro,Concluído
LIN-000476,PED-00253,2025-06-19,CLI-0020,Bolsa para Portátil,Acessórios,4,27.90,0,Transferência,Leiria,Centro,Concluído
LIN-000477,PED-00254,2025-09-22,CLI-0156,Coluna Bluetooth,Eletrónica,1,69.90,5,Transferência,Aveiro,Centro,Concluído
LIN-000478,PED-00254,2025-09-22,CLI-0156,Webcam Full HD,Eletrónica,1,54.90,5,Transferência,Aveiro,Centro,Concluído
LIN-000479,PED-00255,2024-03-25,CLI-0227,Marcadores Coloridos,Papelaria,1,8.90,0,MB WAY,Vila Real,Norte,Concluído
LIN-000480,PED-00255,2024-03-25,CLI-0227,Teclado Mecânico,Eletrónica,2,79.90,0,MB WAY,Vila Real,Norte,Concluído
LIN-000481,PED-00256,2025-10-14,CLI-0292,Coluna Bluetooth,Eletrónica,1,69.90,5,Cartão de crédito,Porto,Norte,Concluído
LIN-000482,PED-00256,2025-10-14,CLI-0292,Teclado Mecânico,Eletrónica,1,79.90,0,Cartão de crédito,Porto,Norte,Concluído
LIN-000483,PED-00256,2025-10-14,CLI-0292,Garrafa Térmica,Acessórios,2,21.24,5,Cartão de crédito,Porto,Norte,Concluído
LIN-000484,PED-00257,2024-07-26,CLI-0251,Marcadores Coloridos,Papelaria,1,8.90,5,Cartão de crédito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000485,PED-00257,2024-07-26,CLI-0251,Extensão Elétrica,Casa e Escritório,2,18.90,0,Cartão de crédito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000486,PED-00258,2024-02-20,CLI-0293,Hub USB-C,Eletrónica,1,44.90,0,Cartão de crédito,Beja,Alentejo,Concluído
LIN-000487,PED-00259,2025-10-23,CLI-0393,Auriculares Bluetooth,Eletrónica,1,41.10,5,Cartão de débito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000488,PED-00260,2024-09-17,CLI-0364,Caderno A5,Papelaria,1,6.50,5,Cartão de débito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000489,PED-00261,2025-09-27,CLI-0204,Marcadores Coloridos,Papelaria,2,8.90,0,Cartão de crédito,Sintra,Lisboa e Vale do Tejo,Devolvido
LIN-000490,PED-00261,2025-09-27,CLI-0204,Candeeiro de Mesa,Casa e Escritório,5,27.90,10,Cartão de crédito,Sintra,Lisboa e Vale do Tejo,Devolvido
LIN-000491,PED-00261,2025-09-27,CLI-0204,Pack Canetas Gel,Papelaria,1,4.90,0,Cartão de crédito,Sintra,Lisboa e Vale do Tejo,Devolvido
LIN-000492,PED-00261,2025-09-27,CLI-0204,Almofada Ergonómica,Casa e Escritório,1,32.90,10,Cartão de crédito,Sintra,Lisboa e Vale do Tejo,Devolvido
LIN-000493,PED-00262,2025-09-14,CLI-0411,Auriculares Bluetooth,Eletrónica,2,39.90,0,Cartão de débito,Faro,Algarve,Concluído
LIN-000494,PED-00263,2024-11-29,CLI-0199,Agenda Semanal,Papelaria,2,12.90,15,Cartão de débito,Setúbal,Lisboa e Vale do Tejo,Devolvido
LIN-000495,PED-00263,2024-11-29,CLI-0199,Coluna Bluetooth,Eletrónica,2,72.00,0,Cartão de débito,Setúbal,Lisboa e Vale do Tejo,Devolvido
LIN-000496,PED-00263,2024-11-29,CLI-0199,Candeeiro de Mesa,Casa e Escritório,1,28.74,0,Cartão de débito,Setúbal,Lisboa e Vale do Tejo,Devolvido
LIN-000497,PED-00264,2024-04-01,CLI-0066,Agenda Semanal,Papelaria,1,12.90,0,MB WAY,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000498,PED-00264,2024-04-01,CLI-0066,Rato Sem Fios,Eletrónica,3,24.90,0,MB WAY,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000499,PED-00264,2024-04-01,CLI-0066,Coluna Bluetooth,Eletrónica,1,67.80,0,MB WAY,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000500,PED-00265,2025-10-24,CLI-0299,"Monitor 24""",Eletrónica,3,179.90,0,MB WAY,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000501,PED-00266,2024-11-26,CLI-0078,Garrafa Térmica,Acessórios,1,21.90,10,Cartão de crédito,Braga,Norte,Concluído
LIN-000502,PED-00266,2024-11-26,CLI-0078,Webcam Full HD,Eletrónica,1,54.90,0,Cartão de crédito,Braga,Norte,Concluído
LIN-000503,PED-00267,2024-02-28,CLI-0232,Bolsa para Portátil,Acessórios,1,27.90,5,MB WAY,Coimbra,Centro,Concluído
LIN-000504,PED-00267,2024-02-28,CLI-0232,Rato Sem Fios,Eletrónica,1,24.90,0,MB WAY,Coimbra,Centro,Concluído
LIN-000505,PED-00268,2024-02-09,CLI-0103,Organizador de Mesa,Casa e Escritório,1,14.45,5,Dinheiro,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000506,PED-00268,2024-02-09,CLI-0103,Hub USB-C,Eletrónica,1,44.90,0,Dinheiro,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000507,PED-00269,2024-04-05,CLI-0258,Pack Canetas Gel,Papelaria,1,5.05,0,Cartão de crédito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000508,PED-00270,2024-10-10,CLI-0352,Hub USB-C,Eletrónica,1,44.90,0,Cartão de crédito,Ponta Delgada,Ilhas,Concluído
LIN-000509,PED-00271,2024-07-11,CLI-0068,Teclado Mecânico,Eletrónica,1,79.90,5,Cartão de crédito,Vila Real,Norte,Concluído
LIN-000510,PED-00272,2025-04-29,CLI-0305,"Monitor 24""",Eletrónica,1,179.90,0,MB WAY,Ponta Delgada,Ilhas,Concluído
LIN-000511,PED-00273,2024-08-04,CLI-0360,"Monitor 24""",Eletrónica,2,179.90,5,MB WAY,Braga,Norte,Concluído
LIN-000512,PED-00274,2025-06-24,CLI-0215,"Monitor 24""",Eletrónica,2,179.90,0,Cartão de crédito,Faro,Algarve,Concluído
LIN-000513,PED-00275,2024-06-21,CLI-0135,Carregador USB-C,Eletrónica,1,29.90,10,Dinheiro,Faro,Algarve,Concluído
LIN-000514,PED-00276,2025-06-15,CLI-0247,Almofada Ergonómica,Casa e Escritório,4,33.89,0,Cartão de crédito,Aveiro,Centro,Concluído
LIN-000515,PED-00276,2025-06-15,CLI-0247,Bolsa para Portátil,Acessórios,2,27.90,5,Cartão de crédito,Aveiro,Centro,Concluído
LIN-000516,PED-00276,2025-06-15,CLI-0247,Webcam Full HD,Eletrónica,1,54.90,0,Cartão de crédito,Aveiro,Centro,Concluído
LIN-000517,PED-00277,2024-02-20,CLI-0417,Agenda Semanal,Papelaria,1,12.51,0,Cartão de crédito,Guimarães,Norte,Concluído
LIN-000518,PED-00277,2024-02-20,CLI-0417,Suporte para Portátil,Acessórios,1,34.90,0,Cartão de crédito,Guimarães,Norte,Concluído
LIN-000519,PED-00277,2024-02-20,CLI-0417,"Monitor 24""",Eletrónica,3,185.30,0,Cartão de crédito,Guimarães,Norte,Concluído
LIN-000520,PED-00278,2025-07-19,CLI-0191,Caderno A5,Papelaria,2,6.50,0,Cartão de crédito,Faro,Algarve,Concluído
LIN-000521,PED-00278,2025-07-19,CLI-0191,Mochila Executiva,Acessórios,2,48.40,15,Cartão de crédito,Faro,Algarve,Concluído
LIN-000522,PED-00278,2025-07-19,CLI-0191,Bolsa para Portátil,Acessórios,3,27.06,0,Cartão de crédito,Faro,Algarve,Concluído
LIN-000523,PED-00278,2025-07-19,CLI-0191,Suporte para Portátil,Acessórios,2,35.95,5,Cartão de crédito,Faro,Algarve,Concluído
LIN-000524,PED-00279,2024-06-06,CLI-0195,Webcam Full HD,Eletrónica,1,54.90,0,MB WAY,Beja,Alentejo,Concluído
LIN-000525,PED-00279,2024-06-06,CLI-0195,Bolsa para Portátil,Acessórios,1,27.90,0,MB WAY,Beja,Alentejo,Concluído
LIN-000526,PED-00279,2024-06-06,CLI-0195,Almofada Ergonómica,Casa e Escritório,3,33.89,5,MB WAY,Beja,Alentejo,Concluído
LIN-000527,PED-00280,2025-03-25,CLI-0290,Extensão Elétrica,Casa e Escritório,1,18.90,0,Dinheiro,Vila Real,Norte,Concluído
LIN-000528,PED-00280,2025-03-25,CLI-0290,"Monitor 24""",Eletrónica,2,179.90,0,Dinheiro,Vila Real,Norte,Concluído
LIN-000529,PED-00281,2025-09-28,CLI-0314,Bolsa para Portátil,Acessórios,2,27.90,0,MB WAY,Porto,Norte,Concluído
LIN-000530,PED-00281,2025-09-28,CLI-0314,Carregador USB-C,Eletrónica,5,29.00,0,MB WAY,Porto,Norte,Concluído
LIN-000531,PED-00281,2025-09-28,CLI-0314,Rato Sem Fios,Eletrónica,2,24.90,0,MB WAY,Porto,Norte,Concluído
LIN-000532,PED-00282,2024-07-20,CLI-0236,Agenda Semanal,Papelaria,5,12.51,0,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000533,PED-00282,2024-07-20,CLI-0236,"Monitor 24""",Eletrónica,1,185.30,0,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000534,PED-00283,2025-09-27,CLI-0406,Hub USB-C,Eletrónica,4,44.90,10,MB WAY,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000535,PED-00283,2025-09-27,CLI-0406,Garrafa Térmica,Acessórios,3,21.90,0,MB WAY,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000536,PED-00284,2025-08-16,CLI-0308,Coluna Bluetooth,Eletrónica,1,69.90,10,MB WAY,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000537,PED-00285,2025-12-15,CLI-0150,Bolsa para Portátil,Acessórios,1,28.74,0,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
